rank,net_worth,full_name,age,gender,country_of_citizenship,city_of_residence,business_category,self_made,wealth_status
949,3,Katharina Otto-Bernstein,59,Female,Germany,New York,Real Estate,False,Decreased
949,3,Penny Pritzker,63,Female,United States,Chicago,Finance & Investments,False,Decreased
949,3,Theodore Rachmat,79,Male,Indonesia,Jakarta,Diversified,False,Decreased
949,3,Renzo Rosso & family,67,Male,Italy,Bassano del Grappa,Fashion & Retail,True,Decreased
949,3,Friede Springer,80,Female,Germany,Berlin,Media & Entertainment,False,Decreased
949,3,Rita Tong Liu,74,Female,Hong Kong,Hong Kong,Real Estate,True,Decreased
949,3,Timur Turlov,35,Male,Kazakhstan,Almaty,Finance & Investments,True,Increased
949,3,Frank VanderSloot,74,Male,United States,Idaho Falls,Fashion & Retail,True,Increased
949,3,Yoo Jung-hyun,53,Female,South Korea,Jeju-do,Media & Entertainment,True,Increased
982,3,Semahat Sevim Arsel,94,Female,Turkey,Istanbul,Diversified,False,Increased
982,3,Nicolas Berggruen,61,Male,United States,Beverly Hills,Real Estate,False,Increased
982,3,George Bishop,85,Male,United States,The Woodlands,Energy,True,Increased
982,3,Norman Braman,90,Male,United States,Miami,Automotive,True,Increased
982,3,Eva Maria Bucher-Haefner,66,Female,Switzerland,Zurich,Technology,False,Remained Even
982,3,Cai Dongchen,70,Male,China,Luancheng,Healthcare,True,Decreased
982,3,Jean-Pierre Cayard,80,Male,France,Paris,Food & Beverage,False,Increased
982,3,Todd Christopher,60,Male,United States,Clearwater,Fashion & Retail,True,Remained Even
982,3,Mang Yee Chu & family,63,Male,China,Guangzhou,Real Estate,True,Decreased
982,3,"William Conway, Jr.",73,Male,United States,McLean,Finance & Investments,True,Decreased
982,3,Jean Coutu & family,95,Male,Canada,Montreal,Fashion & Retail,True,Decreased
982,3,"Edward DeBartolo, Jr.",76,Male,United States,Tampa,Real Estate,False,Increased
982,3,Feng Hailiang,62,Male,China,Zhuji,Metals & Mining,True,Increased
982,3,"Ernest Garcia, II.",65,Male,United States,Tempe,Automotive,True,Decreased
982,3,Sam Goi,76,Male,Singapore,Singapore,Food & Beverage,True,Increased
982,3,Carlos Hank Rhon,75,Male,Mexico,Mexico City,Diversified,False,Increased
982,3,Susan Carol Holland,66,Female,Italy,Milan,Manufacturing,False,Decreased
982,3,Hui Ka Yan,64,Male,China,Shenzhen,Real Estate,True,Decreased
982,3,Vivek Jain,67,Male,India,Delhi,Manufacturing,False,Increased
982,3,Friedrich Knapp,71,Male,Germany,Brunswick,Fashion & Retail,True,Decreased
982,3,Egor Kulkov,51,Male,Russia,Grimisuat,Healthcare,True,Increased
982,3,Lin Ming-hsiung,73,Male,Taiwan,Taipei,Fashion & Retail,True,Decreased
982,3,Lin Xiucheng & family,67,Male,China,Xiamen,Technology,True,Decreased
982,3,Harsh Mariwala,71,Male,India,Mumbai,Food & Beverage,False,Decreased
982,3,Gilles Martin,59,Male,France,Nantes,Healthcare,True,Decreased
982,3,Maja Oeri,68,Female,Switzerland,Basel,Healthcare,False,Decreased
982,3,John Paulson,67,Male,United States,New York,Finance & Investments,True,Decreased
982,3,Ajay Piramal,67,Male,India,Mumbai,Healthcare,False,Decreased
982,3,Guanghe Qiu & family,71,Male,China,Wenzhou,Fashion & Retail,True,Decreased
982,3,Stephen Rubin,86,Male,United Kingdom,London,Fashion & Retail,False,Returned to List
982,3,Erik Selin,55,Male,Sweden,Göteborg,Real Estate,True,Decreased
982,3,Yonghong Shi & family,54,Male,China,Chengdu,Food & Beverage,True,Decreased
982,3,Martua Sitorus,63,Male,Indonesia,Singapore,Manufacturing,True,Increased
982,3,Guangxin Sun,60,Male,China,Urumqi,Diversified,True,Increased
982,3,Sukanto Tanoto,73,Male,Indonesia,Singapore,Diversified,True,Increased
982,3,Sunny Varkey,65,Male,India,Dubai,Service,False,Increased
982,3,Gang Ye,42,Male,Singapore,Singapore,Media & Entertainment,True,Decreased
982,3,Ye Xiaoping,60,Male,China,Hangzhou,Healthcare,True,Increased
982,3,Lei Zhang,50,Male,China,Hong Kong,Finance & Investments,True,Remained Even
982,3,Zhu Gongshan & family,65,Male,China,Shanghai,Manufacturing,True,Decreased
1027,2,Isak Andic & family,69,Male,Spain,Barcelona,Fashion & Retail,True,Increased
1027,2,Alberto Bombassei,82,Male,Italy,Bergamo,Automotive,False,Increased
1027,2,Cao Longxiang & family,65,Male,China,Taixing,Healthcare,True,Remained Even
1027,2,John Caudwell,70,Male,United Kingdom,Stoke-on-Trent,Telecom,True,Decreased
1027,2,James Clark,79,Male,United States,Palm Beach,Technology,True,Decreased
1027,2,Jacques D'Amours,66,Male,Canada,Montreal,Fashion & Retail,True,Increased
1027,2,John Paul DeJoria,78,Male,United States,Austin,Fashion & Retail,True,Increased
1027,2,Bernard Ecclestone & family,92,Male,United Kingdom,London,Sports,True,Decreased
1027,2,Michael Federmann & family,79,Male,Israel,Tel Aviv,Technology,True,Decreased
1027,2,Kenneth Feld & family,74,Male,United States,Sarasota,Media & Entertainment,False,Increased
1027,2,Gu Yuhua & family,73,Male,China,Hangzhou,Manufacturing,True,Decreased
1027,2,Otto Happel,75,Male,Germany,Luzerne,Construction & Engineering,False,Decreased
1027,2,Gudrun Heine,68,Female,Germany,Ohningen,Healthcare,False,Decreased
1027,2,Donald Horton & family,73,Male,United States,Fort Worth,Real Estate,True,Increased
1027,2,Zarakh Iliev,56,Male,Russia,Moscow,Real Estate,True,Increased
1027,2,Ipek Kirac,38,Female,Turkey,Istanbul,Diversified,False,Increased
1027,2,Lee Seo-hyun,49,Female,South Korea,Seoul,Technology,False,Decreased
1027,2,Li Jianquan & family,66,Male,Hong Kong,Shenzhen,Healthcare,True,Decreased
1027,2,Li Li,57,Male,China,Changsha,Healthcare,True,Increased
1027,2,Li Xiaohua & family,61,Male,China,Yuxi,Manufacturing,True,Decreased
1027,2,Liu Xiaodong,55,Male,China,Shanghai,Manufacturing,True,Increased
1027,2,Martin Lorentzon,54,Male,Sweden,Stockholm,Technology,True,Remained Even
1027,2,Ronald McAulay,87,Male,Hong Kong,Hong Kong,Energy,False,Decreased
1027,2,Erwin Franz Mueller,90,Male,Germany,Ulm,Fashion & Retail,True,Increased
1027,2,Georg Nemetschek & family,89,Male,Germany,Munich,Technology,True,Decreased
1027,2,God Nisanov,50,Male,Russia,Moscow,Real Estate,True,Increased
1027,2,Vikas Oberoi,52,Male,India,Mumbai,Real Estate,False,Decreased
1027,2,Gregorio Perez Companc & family,87,Male,Argentina,Buenos Aires,Energy,True,Increased
1027,2,Sebastian Piñera & family,73,Male,Chile,Santiago,Finance & Investments,True,Increased
1027,2,Arvind Poddar,65,Male,India,Mumbai,Automotive,False,Decreased
1027,2,Alexey Repik,43,Male,Russia,Moscow,Healthcare,True,Increased
1027,2,Haim Saban,78,Male,United States,Beverly Hills,Media & Entertainment,True,Decreased
1027,2,Rodney Sacks,73,Male,United States,Laguna Beach,Food & Beverage,True,Increased
1027,2,Karthik Sarma,48,Male,India,New York,Finance & Investments,True,Decreased
1027,2,Sybill Storz,85,Female,Germany,Leipzig,Healthcare,False,Decreased
1027,2,Daniel Sundheim,46,Male,United States,New York,Finance & Investments,True,Decreased
1027,2,"William Wrigley, Jr.",59,Male,United States,North Palm Beach,Food & Beverage,False,Decreased
1027,2,Zhang Wenzhong,61,Male,China,Beijing,Fashion & Retail,True,Decreased
1027,2,Zhou Jianping,62,Male,China,Jiangyin,Fashion & Retail,True,Remained Even
1067,2,Joy Alukkas,66,Male,India,Cochin,Fashion & Retail,False,Increased
1067,2,Kang An,74,Male,China,Xinxiang,Healthcare,True,Decreased
1067,2,Garrett Camp,44,Male,Canada,San Francisco,Technology,True,Remained Even
1067,2,Chen Lip Keong,75,Male,Malaysia,Phnom Penh,Gambling & Casinos,True,Increased
1067,2,Choo Chong Ngen,69,Male,Singapore,Singapore,Real Estate,True,Increased
1067,2,Euisun Chung,52,Male,South Korea,Seoul,Automotive,False,Decreased
1067,2,Smita Crishna-Godrej,72,Female,India,Mumbai,Diversified,False,Increased
1067,2,Du Jiangtao & family,53,Male,China,Beijing,Manufacturing,True,Decreased
1067,2,Lorenzo Fertitta,54,Male,United States,Las Vegas,Sports,False,Increased
1067,2,Adi Godrej,81,Male,India,Mumbai,Diversified,False,Increased
1067,2,Jamshyd Godrej,74,Male,India,Mumbai,Diversified,False,Increased
1067,2,Li Weiguo,58,Male,China,Beijing,Manufacturing,True,Decreased
1067,2,Dmitry Mazepin,54,Male,Russia,Moscow,Manufacturing,True,Returned to List
1067,2,"Drayton McLane, Jr.",86,Male,United States,Temple,Fashion & Retail,False,Decreased
1067,2,Najib Mikati,67,Male,Lebanon,Beirut,Telecom,True,Decreased
1067,2,Taha Mikati,78,Male,Lebanon,Beirut,Telecom,True,Decreased
1067,2,Akira Mori & family,86,Male,Japan,Tokyo,Real Estate,False,Decreased
1067,2,Rishad Naoroji,71,Male,India,Mumbai,Diversified,False,Increased
1067,2,Philip Niarchos,69,Male,Greece,Paris,Diversified,False,Remained Even
1067,2,Nandan Nilekani,67,Male,India,Bangalore,Technology,True,Decreased
1067,2,Ranjan Pai,50,Male,India,Bangalore,Service,False,Increased
1067,2,Madhukar Parekh,76,Male,India,Mumbai,Manufacturing,False,Decreased
1067,2,Sean Parker,43,Male,United States,Los Angeles,Technology,True,Remained Even
1067,2,Stewart Rahr,77,Male,United States,New York,Healthcare,False,Increased
1067,2,Su Hua,41,Male,China,Beijing,Media & Entertainment,True,Decreased
1067,2,Sun Shoukuan,73,Male,China,Yingkou,Manufacturing,True,Remained Even
1067,2,Tung Chee Hwa,85,Male,Hong Kong,Hong Kong,Logistics,False,Remained Even
1067,2,Meg Whitman,66,Female,United States,Los Angeles,Technology,True,Decreased
1067,2,Wong Luen Hei,61,Male,China,Hong Kong,Manufacturing,True,Decreased
1067,2,Chenghai Ye & family,79,Male,Hong Kong,Hong Kong,Healthcare,True,Decreased
1067,2,Zhu Xingming,56,Male,China,Shenzhen,Manufacturing,True,Increased
1104,2,Jose Joao Abdalla Filho,77,Male,Brazil,Rio de Janeiro,Finance & Investments,False,Decreased
1104,2,Juan Abello,81,Male,Spain,Madrid,Finance & Investments,False,Decreased
1104,2,Suhail Bahwan,84,Male,Oman,Muscat,Diversified,True,Increased
1104,2,Harindarpal Banga,72,Male,India,Hong Kong,Finance & Investments,True,Increased
1104,2,Henri Beaufour,57,Male,France,London,Healthcare,False,Increased
1104,2,Andrei Bokarev,56,Male,Russia,Moscow,Manufacturing,True,Increased
1104,2,Jack Cowin,80,Male,Australia,Sydney,Food & Beverage,True,Decreased
1104,2,Glenn Dubin,65,Male,United States,New York,Finance & Investments,True,Increased
1104,2,N. Murray Edwards,63,Male,Canada,London,Energy,True,Decreased
1104,2,"Frank Fertitta, III.",61,Male,United States,Las Vegas,Sports,False,Increased
1104,2,Abhay Firodia,78,Male,India,Pune,Automotive,False,Decreased
1104,2,Bruce Flatt,57,Male,Canada,London,Finance & Investments,True,Decreased
1104,2,Miguel Fluxa Rossello,84,Male,Spain,Esporles,Service,False,Decreased
1104,2,Robert Friedland,72,Male,United States,Singapore,Metals & Mining,True,Increased
1104,2,Alexander Frolov,58,Male,Russia,Moscow,Metals & Mining,True,Increased
1104,2,Nadir Godrej,72,Male,India,Mumbai,Diversified,False,Increased
1104,2,Maggie Hardy,57,Female,United States,Belle Vernon,Service,False,Increased
1104,2,Samvel Karapetyan,57,Male,Russia,Moscow,Construction & Engineering,True,Increased
1104,2,Kei Hoi Pang,57,Male,China,Hong Kong,Real Estate,True,Decreased
1104,2,Mustafa Rahmi Koc,92,Male,Turkey,Istanbul,Diversified,False,Increased
1104,2,Yuri Kovalchuk & family,71,Male,Russia,St. Petersburg,Finance & Investments,True,Increased
1104,2,Geoffrey Kwok,37,Male,Hong Kong,Hong Kong,Real Estate,False,Decreased
1104,2,Jonathan Kwok,31,Male,Hong Kong,Hong Kong,Real Estate,False,Increased
1104,2,Hans Langer,71,Male,Germany,Gräfelfing,Manufacturing,True,Increased
1104,2,Frank Laukien,63,Male,United States,Boston,Manufacturing,False,Increased
1104,2,Maritsa Lazari & family,78,Female,United Kingdom,London,Real Estate,True,Decreased
1104,2,Angela Leong,62,Female,Hong Kong,Hong Kong,Real Estate,False,Decreased
1104,2,Li Zhongchu,59,Male,China,Beijing,Technology,True,Decreased
1104,2,Liang Yunchao,54,Male,China,Guangzhou,Food & Beverage,True,Decreased
1104,2,Vincent McMahon,77,Male,United States,Greenwich,Sports,True,Increased
1104,2,Patrice Motsepe,61,Male,South Africa,Johannesburg,Metals & Mining,True,Decreased
1104,2,Denis O'Brien,64,Male,Ireland,Dublin,Telecom,True,Decreased
1104,2,Dan Olsson,76,Male,Sweden,Gothenburg,Diversified,False,Remained Even
1104,2,Yuji Otsuka,69,Male,Japan,Tokyo,Technology,False,Increased
1104,2,Pan Dong,58,Female,Canada,Hong Kong,Fashion & Retail,True,Decreased
1104,2,Karsanbhai Patel,79,Male,India,Ahmedabad,Diversified,True,Decreased
1104,2,Richard Peery,84,Male,United States,Palo Alto,Real Estate,True,Decreased
1104,2,Jeff Rothschild,68,Male,United States,Palo Alto,Technology,True,Decreased
1104,2,Salil Singhal,75,Male,India,Delhi,Manufacturing,False,Increased
1104,2,Alexander Skorobogatko,55,Male,Russia,Moscow,Logistics,True,Increased
1104,2,Evan Spiegel,32,Male,United States,Los Angeles,Technology,True,Decreased
1104,2,Glen Taylor,81,Male,United States,Mankato,Service,True,Increased
1104,2,Thomas Tull,52,Male,United States,Pittsburgh,Media & Entertainment,True,Increased
1104,2,Bulat Utemuratov,65,Male,Kazakhstan,Nur-Sultan,Metals & Mining,True,Decreased
1104,2,Gustav Magnar Witzoe,29,Male,Norway,Kverva,Food & Beverage,False,Decreased
1104,2,Wong Man Li,58,Male,Hong Kong,Hong Kong,Manufacturing,True,Decreased
1104,2,Guangming Wu,61,Male,China,Danyang,Healthcare,True,Decreased
1164,2,Ben Ashkenazy,53,Male,United States,New York,Real Estate,True,Decreased
1164,2,Felix Baker,54,Male,United States,New York,Finance & Investments,True,Decreased
1164,2,Julian Baker,56,Male,United States,New York,Finance & Investments,True,Decreased
1164,2,David Baszucki,60,Male,United States,San Francisco,Media & Entertainment,True,Increased
1164,2,Joesley Batista,51,Male,Brazil,Sao Paulo,Food & Beverage,False,Decreased
1164,2,Wesley Batista,50,Male,Brazil,Sao Paulo,Food & Beverage,False,Decreased
1164,2,Yvonne Bauer,46,Female,Germany,Hamburg,Media & Entertainment,False,Decreased
1164,2,Miriam Baumann-Blocher,48,Female,Switzerland,Rheinfelden,Manufacturing,False,Decreased
1164,2,Cen Junda,58,Male,China,Lianyungang,Healthcare,True,Increased
1164,2,Richard Chandler,64,Male,New Zealand,Singapore,Finance & Investments,False,Increased
1164,2,Chen Zhiping,47,Male,China,Shenzhen,Manufacturing,True,Decreased
1164,2,Fernando Chico Pardo,71,Male,Mexico,Mexico City,Service,True,Increased
1164,2,Ray Davis,81,Male,United States,Dallas,Energy,True,Increased
1164,2,Maria Del Pino,67,Female,Spain,Madrid,Construction & Engineering,False,Increased
1164,2,Deng Weiming & family,54,Male,China,Changsha,Manufacturing,True,Decreased
1164,2,"John Dorrance, III.",79,Male,Ireland,Dublin,Food & Beverage,False,Decreased
1164,2,Carl Douglas,61,Male,Sweden,Stockholm,Diversified,False,Decreased
1164,2,Eric Douglas,54,Male,Sweden,Stockholm,Diversified,False,Decreased
1164,2,Fiona Geminder,58,Female,Australia,Melbourne,Manufacturing,False,Decreased
1164,2,Stewart Horejsi & family,85,Male,United States,Phoenix,Finance & Investments,True,Decreased
1164,2,Hou Juncheng,58,Male,China,Hangzhou,Healthcare,True,Increased
1164,2,Zhenda Huang & family,75,Male,China,Shantou,Construction & Engineering,True,Decreased
1164,2,Dmitry Kamenshchik,54,Male,Russia,Moscow,Service,True,Increased
1164,2,Alicia Koplowitz,69,Female,Spain,Madrid,Finance & Investments,False,Decreased
1164,2,Adam Kwok,40,Male,Hong Kong,Hong Kong,Real Estate,False,Increased
1164,2,Henry Laufer,77,Male,United States,Lake Worth,Finance & Investments,True,Increased
1164,2,Louis Le Duff,76,Male,France,Paris,Food & Beverage,True,Increased
1164,2,Mark Leonard & family,66,Male,Canada,Toronto,Technology,True,Increased
1164,2,Li Guoqiang,59,Male,China,Beijing,Automotive,True,Decreased
1164,2,Li Yongxin,47,Male,China,Beijing,Service,True,Decreased
1164,2,Peter Lim,69,Male,Singapore,Singapore,Finance & Investments,True,Increased
1164,2,Lu Weiding,52,Male,China,Hangzhou,Diversified,False,Decreased
1164,2,Sergio Mantegazza,95,Male,Switzerland,Lugano,Service,True,Decreased
1164,2,Hans Melchers,84,Male,Netherlands,Vorden,Finance & Investments,True,Decreased
1164,2,C. Dean Metropoulos,76,Male,United States,Palm Beach,Food & Beverage,True,Decreased
1164,2,Hans Georg Naeder,61,Male,Germany,Duderstadt,Manufacturing,False,Remained Even
1164,2,Falguni Nayar,60,Female,India,Mumbai,Fashion & Retail,True,Decreased
1164,2,James Packer,55,Male,Australia,Los Angeles,Finance & Investments,False,Decreased
1164,2,Alexander Ponomarenko,58,Male,Russia,Moscow,Logistics,True,Increased
1164,2,Nicholas Pritzker,79,Male,United States,Nicasio,Finance & Investments,False,Decreased
1164,2,Alejandro Santo Domingo,46,Male,United States,New York,Food & Beverage,False,Remained Even
1164,2,Steven Sarowitz,57,Male,United States,Highland Park,Technology,True,Decreased
1164,2,Maria-Elisabeth Schaeffler-Thumann,81,Female,Germany,Herzogenaurach,Automotive,False,Increased
1164,2,Leonard Schleifer,70,Male,United States,Tarrytown,Healthcare,True,Increased
1164,2,Dieter Schnabel,77,Male,Germany,Hamburg,Manufacturing,False,Increased
1164,2,Michael S. Smith,67,Male,United States,Miami Beach,Energy,True,Increased
1164,2,Julia Thiele-Schuerhoff,51,Female,Germany,Munich,Manufacturing,False,Decreased
1164,2,John Tyson & family,69,Male,United States,Springdale,Food & Beverage,False,Decreased
1164,2,Zhao Lixin,57,Male,China,Shanghai,Technology,True,Decreased
1164,2,Hongyi Zhou,52,Male,China,Beijing,Technology,True,Increased
1217,2,S. Daniel Abraham,98,Male,United States,Palm Beach,Food & Beverage,True,Increased
1217,2,Bill Alfond,74,Male,United States,Boston,Fashion & Retail,False,Decreased
1217,2,Susan Alfond,77,Female,United States,Scarborough,Fashion & Retail,False,Decreased
1217,2,Ted Alfond,78,Male,United States,Weston,Fashion & Retail,False,Decreased
1217,2,Riley Bechtel & family,71,Male,United States,San Francisco,Construction & Engineering,False,Decreased
1217,2,Thor Bjorgolfsson,56,Male,Iceland,London,Diversified,True,Remained Even
1217,2,Charles Bronfman,91,Male,Canada,Palm Beach,Food & Beverage,False,Remained Even
1217,2,Vivek Chand Burman,85,Male,India,Delhi,Food & Beverage,False,Decreased
1217,2,Herb Chambers,81,Male,United States,Boston,Automotive,True,Increased
1217,2,Cheng Yixiao,39,Male,China,Beijing,Media & Entertainment,True,Decreased
1217,2,Leon G. Cooperman,79,Male,United States,Boca Raton,Finance & Investments,True,Remained Even
1217,2,Yadu Hari Dalmia & family,75,Male,India,Delhi,Manufacturing,False,Increased
1217,2,Henry Davis,72,Male,United States,Omaha,Food & Beverage,False,Increased
1217,2,Oleg Deripaska,55,Male,Russia,Moscow,Metals & Mining,True,Increased
1217,2,Sergey Dmitriev,57,Male,Cyprus,Paralimni,Technology,True,Decreased
